2871,943,51,a
2968,3229,1,a
220,8455,24,e
7632,251,39,m
227,5623,40,k
3037,2301,45,t
7658,6704,1,b
3410,8721,12,h
6920,3658,9,b
4164,6062,37,y
6039,9781,54,f
678,6921,41,l
4134,2551,39,v
5001,5590,27,h
2171,8085,47,b
2214,905,37,e
2881,6034,1,i
6358,5605,6,h
5602,443,5,r
4183,3295,8,v
8606,9128,41,v
7300,9280,6,v
3279,9190,28,o
3342,7408,17,f
8848,4360,8,n
6335,934,19,e
8949,5435,27,n
954,8578,5,n
7558,2461,40,d
9093,2787,27,x
4124,1485,10,t
2039,9455,44,o
3554,2472,5,a
1493,2065,25,e
5085,8743,14,z
8018,8173,15,e
3064,6309,16,r
5285,420,63,g
282,7343,9,b
3956,3302,42,o
8861,3590,29,m
9042,6702,32,x
706,5898,52,t
920,625,32,l
2925,7742,14,w
6584,7111,7,l
8312,7837,49,j
3603,8492,3,q
2467,2592,54,u
6204,7021,43,k
418,7895,49,j
5392,4489,9,x
747,4985,46,m
7980,2838,51,v
7031,1363,15,e
3330,4224,36,z
3601,4710,12,t
320,142,9,y
1275,3468,24,m
6008,9165,47,m
4945,4744,16,h
1027,6371,41,k
2789,5178,25,z
2565,5975,8,d
1951,6327,4,k
1806,6428,14,o
1295,2288,42,n
5128,8601,26,u
4046,8860,8,v
2382,4401,45,y
4858,1108,24,f
2279,6458,48,c
8249,557,4,a
1878,1612,44,y
6758,7981,12,f
4256,5472,41,t
3395,6471,8,u
3610,3751,1,r
4055,2299,14,f
3161,6130,31,x
6088,4246,12,z
2229,462,12,y
9304,5061,18,t
3131,6056,16,a
2543,8244,5,h
8670,9593,40,i
1592,9096,54,a
178,2872,50,p
3931,5482,1,h
6045,6555,4,k
9330,6217,26,x
4251,7345,43,q
2910,1273,14,a
7390,5836,48,o
3316,9312,12,x
986,7836,4,b
2480,2157,47,r
2551,6719,13,s
1898,5012,2,z
2985,3564,27,l
2455,6251,7,o
2522,2790,6,o
9456,4275,41,k
4093,1791,39,t
3580,1694,1,x
1643,3255,8,c
5624,2233,34,r
5823,2663,9,o
2232,1118,27,x
8067,7710,5,k
9548,5550,1,v
6553,30,32,p
2267,1088,13,a
1313,8729,8,g
9847,9080,11,d
711,5399,17,w
9679,3250,29,g
856,6271,43,m
8424,4433,51,q
2825,3498,42,d
6521,3753,24,t
9207,6959,7,f
712,9069,49,e
7005,9316,8,m
4976,1009,23,p
6249,4265,42,k
6261,3187,43,w
3240,9872,8,h
7416,9210,38,f
896,9355,47,u
9155,2014,18,f
9915,4504,5,x
4867,1988,43,d
2599,4666,29,k
2554,5495,32,c
1277,8754,43,z
9995,1604,25,u
7550,1246,2,y
542,3051,17,c
7909,3779,34,z
1234,9479,6,f
5686,4854,18,e
155,3516,52,y
9940,7937,11,g
8702,6805,10,c
7689,1369,34,f
2059,3246,48,p
7973,4775,10,b
9127,1163,22,m
9346,8939,25,h
6252,7033,36,o
7546,28,13,x
369,2172,17,e
2339,2852,12,m
5980,3534,53,x
6014,3051,12,t
6436,2056,1,l
6202,2622,40,w
5259,89,48,e
8922,1304,2,z
8827,755,9,c
4665,1427,1,z
391,5623,26,b
1016,6445,50,j
4790,775,28,z
2733,6827,8,l
474,4772,25,u
8328,3972,15,q
8713,2775,21,w
115,7559,18,t
5060,5384,26,x
6654,2288,1,t
6804,304,21,r
7849,5849,26,d
4640,380,1,s
7074,1655,8,d
9376,4475,47,u
6824,7317,24,c
9724,7638,32,p
7770,1192,1,b
3818,8624,7,y
3577,8324,22,w
7329,9332,15,w
8603,9719,4,i
9479,2505,38,n
5735,5145,25,d
5107,5094,2,w
7848,2298,5,u
1071,8081,31,t
2364,126,13,k
2540,8798,9,b
4790,9534,51,r
8704,9693,20,e
4893,4298,19,g
1862,1468,45,u
6546,8463,51,q
1483,1875,4,l
908,8676,52,u
5341,3345,13,v
3940,7715,7,q
323,1175,33,t
7250,420,31,l
5330,9254,36,i
175,5409,16,j
930,37,8,c
8539,1795,51,z
73,1333,22,e
8948,3610,15,e
7767,5873,16,p
9890,7965,27,v
3456,7993,5,i
5721,1393,9,g
542,8469,8,j
4823,8664,33,h
3571,420,68,e
9358,4080,50,v
768,8019,28,n
4306,2973,12,q
9944,2510,51,e
5808,7011,32,g
475,4670,51,t
3469,3218,49,d
8949,5435,45,d
5262,6447,46,o
162,6348,7,i
9767,7715,9,a
4283,9270,41,b
9059,7949,22,a
9340,4663,11,e
9806,6913,47,c
8688,9191,24,k
3696,4881,1,p
9448,9564,29,o
6383,2450,5,u
1229,1449,42,r
9745,738,45,r
8397,8193,39,i
5107,8242,5,q
6963,2182,7,o
7600,9966,18,r
6583,4723,2,z
2979,597,30,b
8985,7538,5,i
1907,8024,6,n
3376,7969,2,a
8595,420,26,u
2468,2423,7,x
9402,596,42,i
7185,6897,26,x
347,1567,15,t
3186,2800,2,v
8335,4822,48,d
2230,3918,32,f
2800,447,2,r
8679,2194,51,r
1545,7392,4,v
8542,5724,24,x
6647,4986,46,o
9538,2451,6,d
8553,3534,29,h
5685,2162,32,e
7169,5415,33,z
9188,9778,47,e
4773,2993,1,n
8304,7243,8,v
5309,165,7,i
3753,2845,27,t
6521,7150,9,s
1309,1174,51,k
6022,4189,49,c
4358,6966,7,g
5765,4195,14,m
4939,4926,6,f
223,2117,1,t
9259,2546,51,w
1500,5096,26,x
3633,420,52,b
817,7719,47,a
5542,2233,23,d
996,4503,43,q
4543,4936,1,t
526,8427,40,q
9037,9316,4,j
4268,8219,22,z
4889,907,33,h
7450,6854,45,u
3344,621,33,a
1936,9316,21,a
6558,6020,25,u
1569,4483,21,e
8084,7867,34,q
5359,5584,42,b
2959,2938,48,d
5950,7674,6,t
7283,9964,48,j
8464,2827,36,o
5392,9249,7,r
4611,2393,21,c
1820,4931,53,o
4429,7684,2,j
6439,159,30,b
1270,9378,13,i
8304,304,44,g
8999,1872,1,r
7213,4011,6,n
2219,9593,25,d
5892,4476,8,a
7009,7448,48,j
7505,7727,9,x
3485,4071,7,i
1482,6952,1,j
1495,2920,12,m
9954,1987,22,k
3734,6311,19,u
1175,5173,24,v
5462,7112,11,c
9271,7739,45,g
1777,4623,8,l
429,6951,18,t
3596,2840,6,v
5655,9102,5,u
8332,6470,24,j
5641,2040,47,f
3712,7519,11,c
8235,4172,47,g
1799,5569,28,s
2793,44,52,y
4131,534,50,z
3740,6088,18,e
8511,4272,19,d
684,152,29,t
1554,6078,8,o
909,7712,38,m
2335,420,26,a
1463,9610,46,h
5609,9463,15,r
6150,3870,6,i
6615,9227,15,l
4117,9399,20,b
3372,2695,18,q
5124,5679,50,h
7634,143,49,y
5113,8744,46,n
4348,2709,15,y
888,7201,37,g
1756,420,21,o
4468,2671,36,r
6298,7543,23,b
6483,6691,36,m
5698,2014,3,w
5689,2417,24,a
9349,1504,6,y
1746,8245,8,h
8601,1978,53,o
7668,3380,48,p
8578,1601,47,m
4468,9875,35,l
6160,2859,19,m
2742,9147,2,t
5895,4121,8,e
4343,420,61,c
3343,3710,42,e
1336,3172,28,d
6564,9062,34,k
6403,8136,7,n
228,239,1,l
743,7488,36,f
6411,967,17,n
5510,4820,29,a
6553,2405,6,s
4983,6767,8,x
372,4420,39,a
4087,6949,23,u
9803,1504,15,m
8322,268,11,l
7497,3718,37,e
1160,6079,47,i
5354,8068,28,a
8842,6042,33,j
676,8001,17,v
8600,9467,49,o
4320,3529,24,g
3185,7358,10,t
6881,2615,11,m
4345,6020,38,l
743,1979,46,n
610,3341,28,p
7679,4680,18,p
4676,7111,28,u
5631,6916,32,l
3386,5182,4,c
1144,6006,36,e
4149,8316,54,y
5170,7789,5,n
9152,8048,29,d
7074,9695,8,j
706,6108,2,j
8926,8613,1,y
4627,421,19,i
7024,5311,8,x
3012,3661,40,h
3938,2057,34,t
8437,6795,54,h
5616,275,53,o
5118,67,50,r
8153,81,49,i
1555,1236,40,s
5147,1513,9,s
2094,9716,21,t
6257,420,53,e
6439,3326,5,i
2023,6276,49,k
1639,2604,3,m
7481,4852,7,x
9815,1824,6,z
4484,8256,8,b
4239,6851,39,n
8770,7413,18,d
7197,5253,11,l
6404,2682,40,w
5444,7700,8,h
5565,715,43,b
2605,5673,29,k
6962,7604,27,i
671,9823,33,o
5538,4728,15,u
3372,3619,16,w
6971,1490,45,e
589,9,7,a
534,2061,7,v
4424,1247,13,t
2253,7645,31,o
6951,2637,40,g
3193,7180,39,t
3125,6676,10,w
9610,540,33,d
6813,3582,45,r
9449,420,56,d
3123,2188,46,l
3203,9410,5,x
885,4091,32,x
2327,7953,34,o
1815,9790,30,e
6400,8975,42,c
9630,102,7,b
3565,9170,45,e
9447,7737,26,h
1054,420,50,q
4490,7297,22,v
9888,5951,39,q
8169,82,14,s
3364,3956,50,w
7510,2173,3,w
2807,6055,45,b
834,4231,35,t
19,9082,34,p
6791,5346,10,q
9454,5716,47,u
7499,8985,23,q
5563,5429,45,n
7707,8442,12,z
8153,880,2,w
636,6032,15,z
6874,6413,49,j
1728,5049,34,w
1119,4291,28,b
8869,3971,13,x
484,7432,51,e
5623,3511,29,k
9799,7135,31,a
9470,8682,30,l
2299,964,33,w
649,6412,41,x
27,5292,44,s
7983,5831,14,m
6277,3061,29,b
2024,3662,45,n
5798,4516,48,x
4397,8736,6,n
6306,5680,5,i
1321,8919,20,v
2081,2047,9,b
6490,1810,43,y
4461,887,46,c
968,7603,30,i
9663,8893,37,p
9499,4770,13,l
1132,5753,20,j
39,6645,15,q
5804,5252,9,n
1689,3052,33,j
1313,4165,50,i
6414,7683,44,c
4396,49,2,p
3186,6126,2,f
6362,1542,13,y
8941,4523,50,h
8071,6800,5,k
4680,518,44,a
2224,5933,54,q
3950,3504,37,y
3908,7376,9,u
5538,5029,20,o
3650,835,6,t
7915,5332,8,x
4121,5402,17,j
289,2220,22,r
4827,6057,37,y
9934,6457,40,f
7602,8206,6,p
5945,1200,18,a
17,6312,40,l
6207,9102,1,u
1958,1156,13,o
7937,1250,6,f
1117,9724,11,a
3858,3571,9,v
8333,1934,3,q
94,4835,50,r
4779,6364,31,b
9985,3870,44,q
5684,1697,1,v
8351,5989,46,i
7161,2715,25,u
20,5908,24,g
3484,6338,5,i
185,7991,12,v
947,3884,13,s
6785,420,27,j
2084,420,51,i
2839,5144,5,v
7833,7233,30,j
2080,4510,30,e
2288,5987,40,q
2518,8049,5,k
227,9957,48,v
6237,4786,32,a
8783,5461,48,c
9722,6384,3,p
5573,2542,27,v
8847,5277,8,g
4394,6076,8,k
3087,2109,2,p
9413,6304,49,o
7802,8757,32,g
9223,420,63,f
3560,3391,8,z
2361,174,29,r
3394,9088,46,x
421,9542,32,f
9941,748,34,t
3545,4797,6,h
3782,9893,37,u
3381,7414,9,b
5696,557,33,r
3530,5270,13,z
4830,2620,28,z
1769,9167,8,k
1362,1308,11,f
5551,9928,6,l
3175,5249,38,n
2634,3937,49,c
7927,7027,7,z
5871,6141,11,r
8007,1498,9,g
3990,3510,2,q
9507,8003,10,k
2362,1115,5,v
7517,538,29,x
3828,6630,21,x
7058,4992,7,j
7397,1413,7,y
1336,7156,44,j
6545,4497,36,j
466,3232,37,x
7234,50,2,u
7871,3675,6,s
2455,6571,7,g
1527,3519,13,d
3752,5585,54,n
9571,4437,51,c
6598,420,37,n
8149,1027,52,l
9476,420,44,z
3674,2239,22,w
743,4328,49,g
5815,7475,14,o
4486,6328,11,f
3822,1514,4,l
1771,6444,18,l
8937,6611,8,f
131,1512,10,w
7560,576,10,s
3914,4504,51,c
8939,253,34,i
843,8929,31,x
2199,1549,12,m
5070,6754,3,v
8031,6562,1,l
9429,3362,44,e
9241,1534,40,w
7877,6371,43,t
4976,4838,33,u
2607,5132,32,j
7037,665,31,i
4668,8366,37,i
1494,3520,28,w
3697,8811,32,z
6215,4900,2,n
5980,3643,34,x
5458,7884,3,d
3101,2682,8,g
2524,975,48,v
1746,2475,11,i
885,8182,26,p
9218,7096,8,g
1475,6654,18,p
5116,40,35,f
6391,7075,21,y
9784,2261,43,e
4965,7106,31,d
4201,2987,16,u
4504,8953,33,v
9322,4488,17,i
3202,9312,23,x
4333,1651,30,z
9094,5702,12,r
2214,86,1,y
5076,9620,3,f
3131,1182,7,l
3256,2534,33,c
2396,4575,16,u
5116,4204,30,f
8471,5444,35,o
4050,8724,11,h
1384,7919,14,p
8819,9096,31,t
2801,8522,5,z
5515,1241,49,h
697,5763,19,u
5381,7691,50,n
3854,4950,22,r
6050,420,61,e
166,3082,16,m
2568,2083,34,h
3309,778,54,v
6982,2663,9,l
1285,5911,47,v
1151,1464,9,b
3082,7180,29,i
3627,8831,1,g
8818,8626,2,e
792,5254,9,i
3569,3296,23,x
8095,2025,25,k
1227,2191,19,b
7748,7791,50,m
592,4836,54,a
7289,10,39,w
1898,102,22,i
7296,858,30,g
5021,2028,5,n
2245,4841,21,a
7481,1741,35,c
5656,7847,47,j
7103,5818,9,q
3417,1674,10,r
582,4033,42,e
1611,8146,14,z
6112,7210,16,g
4631,9134,54,e
8052,9058,5,e
9606,9413,5,y
2677,939,24,l
8089,4917,2,h
8652,9008,24,e
444,5568,4,g
4722,3694,6,e
8486,9632,44,r
5222,6992,23,t
4804,4911,40,k
2160,5657,51,z
2251,3871,9,z
5494,3667,37,z
1294,1881,9,v
8966,3960,9,e
6279,9839,18,r
8412,354,16,b
3704,543,18,i
1304,420,22,j
5851,110,50,y
9856,7389,40,j
339,1448,51,c
2631,9226,14,i
7726,420,28,h
2417,3268,8,w
2916,3480,9,p
5763,4166,40,i
6030,3284,53,v
8685,3651,44,g
42,420,50,y
6766,6335,22,t
3305,2608,40,f
8028,9049,5,n
5137,6675,51,a
3957,9662,50,d
5928,2004,50,y
2244,8333,18,o
9797,7374,28,r
7655,1609,35,d
5216,9414,17,t
9081,2997,27,c
3831,6035,3,n
530,420,65,j
1221,6571,51,v
8221,2394,9,s
3054,420,24,j
4998,6514,18,u
7199,839,22,w
5680,7822,40,a
5649,6345,21,z
9317,4572,7,d
1524,420,46,b
8658,3613,37,c
9619,1595,31,q
5273,7308,40,j
4510,2670,18,v
744,182,2,m
1832,7381,12,e
288,2683,35,s
7165,7899,5,b
3050,7420,52,l
7602,2542,9,s
9495,5731,17,z
4088,4122,38,b
9541,6210,14,a
9489,7187,36,n
9825,8292,37,b
1966,636,17,r
2719,5668,5,u
2915,4848,38,q
7313,4925,18,s
5296,5939,26,s
62,7452,48,g
2986,4925,11,t
7024,9426,16,g
4619,6930,54,h
7053,2322,14,i
2055,7808,27,h
2066,7949,44,d
3792,1751,29,n
1121,26,18,t
1527,9265,5,j
3974,9668,11,q
8134,6244,9,h
4056,1623,50,p
4144,5184,19,e
8694,1815,24,e
5054,2727,34,v
8511,2435,13,k
9108,8810,30,h
1290,2753,33,y
3713,9090,2,m
1182,4140,43,p
8247,8417,26,w
1885,2865,48,b
7931,7676,9,w
4920,6342,19,x
8988,8642,5,u
3997,9915,51,f
9682,6380,7,r
8801,6075,35,u
7684,5210,51,m
6440,5635,28,z
8184,970,4,x
8592,420,52,u
2116,7537,22,r
7241,8277,51,p
421,6938,14,n
6364,4434,39,w
7017,1264,5,e
927,1963,9,i
646,7209,45,u
7262,8852,28,v
1375,6205,21,s
7680,1138,28,k
7659,8712,26,l
727,2491,52,k
3489,4133,40,y
4725,1257,17,k
5804,2193,39,h
8383,6880,46,y
8907,2472,48,w
6368,9440,25,x
2906,359,37,e
1983,7715,43,y
3450,7649,48,i
5091,7175,7,p
6880,6076,25,g
1214,7104,6,a
1324,1474,20,n
6023,1763,30,n
944,8810,38,s
4491,6353,35,r
1318,4311,19,l
4242,9474,51,t
7324,8854,17,q
9562,1472,7,m
9459,3924,34,h
3410,7456,6,v
1262,420,44,x
1046,6277,11,o
6181,2384,42,v
8309,4495,27,n
1991,420,64,a
2663,6355,43,l
614,9638,27,h
1899,5916,50,g
1714,880,33,v
7747,4353,42,w
9402,1281,35,j
7725,23,18,i
331,5840,54,r
6329,5000,15,l
66,8569,28,e
2414,2838,51,e
5084,2991,8,x
6826,3358,10,z
9498,8362,20,m
8084,1703,6,a
5433,7538,54,q
4341,6468,27,m
647,8251,54,i
6887,4396,44,j
2889,9163,7,f
4593,5829,8,c
510,2073,12,t
3461,6895,31,f
9457,199,48,x
2841,5891,48,x
9976,6064,26,p
2326,5026,37,k
3551,3010,27,h
4326,2595,29,g
229,1470,1,r
5615,420,43,f
3921,6789,51,a
979,8749,8,o
6350,2727,44,z
404,9425,23,g
7754,1586,9,r
1699,1644,7,s
3957,8699,18,w
5368,6913,52,l
791,6834,45,c
3360,4195,19,y
1363,4486,35,p
9504,8867,33,n
998,485,15,y
5782,7679,48,v
4208,1457,31,b
9870,4427,2,q
4697,1919,45,q
5882,1904,45,y
1347,9427,30,f
7442,1128,14,k
8792,4993,40,u
9090,6745,45,o
2242,7996,50,s
8900,4807,6,c
9452,7164,24,h
3400,9584,48,m
5461,842,46,w
5857,6149,46,t
171,7977,51,q
5574,8641,14,o
2853,253,46,z
6950,4948,44,e
5521,4216,21,h
8512,7512,30,m
7460,6060,40,b
5486,6006,48,k
8450,7787,42,h
6883,4290,47,i
7941,20,35,v
2679,7360,13,a
3371,1543,44,m
3246,8544,44,v
1386,7262,8,b
9843,5238,16,h
8123,7174,50,a
6534,420,37,j
3905,1783,13,a
955,2530,38,t
188,9560,8,z
4661,6992,10,c
536,7252,35,u
1292,4675,39,r
28,5306,53,h
6963,6531,37,b
6953,5028,52,n
4217,5950,37,d
6812,7861,53,a
9512,3010,8,n
5715,7647,8,x
6193,8428,27,a
3974,4640,53,w
5415,9609,4,y
418,5239,7,q
1668,3776,25,p
5075,6583,33,j
9402,6894,4,b
6748,3781,1,m
3289,2160,9,s
4331,3717,18,g
4553,8744,3,q
7722,814,5,a
2845,2223,11,v
8912,3758,48,j
2808,843,29,w
1866,6733,38,p
9749,3960,20,k
3172,328,49,j
5554,420,38,q
5261,3268,1,k
5683,6871,31,z
3507,6586,35,r
57,9795,13,r
2564,8941,34,k
9591,420,53,h
9027,1547,17,y
1945,420,55,n
601,6432,4,s
1148,1603,26,x
5902,8626,9,x
121,6402,36,p
1002,9562,32,q
1111,9120,19,b
7475,6356,35,m
5534,8506,51,z
9989,1526,3,b
9779,6709,32,g
354,72,16,g
6059,6330,9,y
6900,8648,5,l
104,1117,8,r
9296,5447,40,e
7372,1126,12,w
5870,8175,18,r
8097,9588,16,p
9190,9784,35,k
4216,6477,2,n
8018,6203,12,x
9051,6317,53,i
3168,9106,15,o
3514,4107,46,c
3070,9361,2,r
4277,9535,42,q
7470,4718,1,l
6078,9617,8,g
1388,7580,35,y
9713,828,39,u
3932,5394,2,y
8233,3454,14,q
5287,420,36,j
6844,7095,9,y
8001,2122,6,j
4375,1826,9,f
8036,420,66,o
874,7603,48,t
6267,1457,54,p
6024,4044,30,w
9515,2846,34,e
7301,7194,11,t
3146,7020,27,k
6238,3798,46,f
1441,6663,6,z
4844,8402,50,d
5806,8900,8,r
1986,1244,11,f
3150,6481,51,p
2866,7338,32,k
8460,624,51,f
1937,420,65,d
3506,4923,2,r
5039,6144,36,d
2764,1995,30,a
7676,4809,1,p
6741,9089,5,d
6651,2131,6,j
1423,6632,24,f
4145,8500,36,n
7827,3334,39,j
5126,8756,53,x
5649,1183,9,k
8914,999,51,f
7908,2916,8,t
288,688,1,z
5487,1856,5,i
6457,9097,50,d
6087,7089,29,u
2109,420,25,c
1509,6519,27,t
599,4864,38,r
9918,5052,10,v
9350,4795,2,h
5900,216,46,c
5677,7257,30,x
8503,5079,46,g
7139,5652,35,v
1055,6979,24,o
5471,7106,16,e
950,7616,32,z
560,5372,12,i
8674,2366,24,q
8302,8510,5,r
1735,5877,34,g
2611,4957,26,r
7135,1013,33,w
1971,3588,9,a
8074,4211,44,i
1004,7740,27,e
69,80,8,a
4348,1323,48,l
3814,3974,6,q
140,868,49,c
6519,8215,34,l
3943,4510,23,b
6111,6555,51,u
532,3676,24,h
1392,8367,50,i
5601,9746,3,w
4500,1883,19,x
4888,3093,51,v
9082,8387,20,z
2861,3519,14,l
2936,9627,36,w
5106,8675,5,r
8140,209,19,a
7283,2147,41,f
4041,148,4,a
461,6444,8,n
1164,988,5,b
6655,9094,51,y
3928,9482,47,k
5343,445,16,p
2273,9289,11,b
6745,5123,4,p
3153,372,33,b
1404,712,7,g
5779,1975,54,w
1490,1046,24,q
5609,5488,2,d
1321,6543,51,i
1808,4584,10,p
4972,124,16,i
9766,1153,46,t
5766,420,23,g
9823,3284,9,h
9311,8698,54,n
3966,6954,46,a
7805,420,43,r
8964,4947,38,y
2355,8070,15,q
5449,6068,6,m
9785,6338,54,h
220,3723,46,t
4883,1738,9,m
4941,8359,53,m
5592,3416,39,i
8518,3456,21,r
9290,8654,53,g
3953,368,10,j
6427,4338,50,m
582,2751,6,g
429,5199,2,r
127,6939,7,r
7488,2042,29,u
6910,5589,19,h
235,977,24,j
9575,1386,16,p
4537,2937,9,a
4830,3183,8,b
6096,7662,47,v
6144,271,20,c
579,3881,32,w
9312,476,4,m
5505,7041,11,p
125,1831,36,u
1071,7544,4,v
1136,2768,5,f
1050,830,20,r
6322,2873,3,c
4570,6064,22,q
2934,4533,5,d
2884,5762,21,q
1377,420,43,o
1636,4328,4,s
6247,4599,1,f
6567,5731,33,u
2179,4866,27,t
8470,2736,46,h
6597,356,22,p
9606,6594,4,p
2698,7393,19,f
2596,1957,44,j
2069,420,28,t
2053,9156,47,i
460,4159,47,e
7158,5629,5,i
5504,1544,44,y
2089,8368,42,w
4172,5970,17,t
5563,9254,46,s
1247,3477,37,c
4562,4350,44,l
5145,2602,1,n
8379,7031,7,x
2228,7599,54,w
1027,7585,48,o
5183,2684,53,f
7520,7611,29,t
6907,2416,50,z
8229,838,7,z
7389,2122,32,i
1751,4551,9,g
265,9007,30,i
5277,9894,25,c
6073,3901,9,b
6478,9570,35,e
3501,3549,48,i
4442,7369,9,p
2959,4499,32,b
6353,1703,37,g
7806,6537,18,g
7011,1506,4,t
7874,9796,45,z
8035,1631,45,j
8756,6499,22,f
1936,9167,4,h
5469,5168,53,x
6772,8027,49,v
9905,707,28,m
7042,6875,5,h
3639,8466,41,y
1919,4304,54,u
33,1507,20,y
2028,412,33,e
2049,7826,48,k
1335,9166,9,u
6312,8981,42,z
7141,6017,15,x
7608,2188,31,d
7064,6855,15,z
552,419,8,c
9501,5018,6,u
507,242,3,g
6740,3660,30,v
5980,1147,52,m
6100,2431,38,h
3904,1597,36,h
100,7698,19,e
5834,8473,39,x
8025,2225,44,c
4141,2465,13,n
8920,8353,5,v
4201,4256,52,y
6620,9496,1,h
4241,7069,35,h
6486,6368,34,s
4482,5224,7,v
2724,706,6,w
9891,885,8,t
3948,4627,50,r
1781,3267,16,p
3656,2311,4,e
8301,9427,26,k
6027,5170,5,i
1036,3138,25,e
5604,4518,8,e
2247,6522,7,c
4605,3122,5,a
295,2463,22,a
7238,8164,15,e
4927,5520,19,g
568,9316,54,t
7603,6184,21,r
4084,6077,41,j
6786,3900,15,u
8850,453,3,b
7723,4104,38,k
7080,36,36,x
5444,2324,36,w
1611,5696,40,n
3864,7609,20,y
539,1223,15,v
9466,7484,18,e
4633,8856,51,t
9794,4663,41,y
2884,6600,22,a
5149,3501,13,y
7719,3734,9,b
3974,9654,28,j
8870,8294,25,b
6647,5144,29,j
1986,9292,23,s
6797,7362,36,a
9087,3486,52,m
5809,3981,33,f
7319,3188,1,l
2942,9121,30,p
163,153,53,f
7307,905,54,k
4035,5348,4,p
6697,7839,5,b
4092,6545,42,x
3973,457,15,k
8619,9110,12,x
8636,4589,24,a
1135,6707,7,g
2634,7336,9,v
8456,4990,54,h
1940,449,17,c
8116,1369,7,x
2922,1470,6,h
881,9588,13,r
3019,3964,13,p
664,1326,7,a
6123,1692,44,q
4983,4365,21,a
5172,3148,41,p
2928,1092,34,e
23,3997,3,e
6162,4860,9,v
2837,3634,51,d
2618,213,10,v
1927,4042,24,d
9255,6782,8,g
8553,6223,54,y
7004,7897,44,h
4190,8778,24,b
9566,4927,21,q
8688,6086,4,y
6374,5034,26,y
9338,5969,26,e
1854,9720,31,j
1176,5260,51,o
1944,4211,1,s
5204,4947,49,l
568,5637,45,r
2520,3448,51,k
3461,8506,34,u
9946,3469,48,b
6795,8410,30,g
3202,8385,45,x
9759,2731,10,k
9518,8836,30,b
7724,324,49,f
9557,2485,51,v
8216,2307,52,p
8458,1686,14,x
3551,9182,51,d
3851,6428,8,j
9623,795,3,e
3289,9197,41,o
9620,6741,26,i
961,9800,26,p
8492,420,62,n
6991,4384,37,j
7011,3408,36,g
6234,4654,6,u
7843,8838,7,b
8069,9217,35,y
9155,7583,14,r
3576,1519,52,y
4978,7299,8,x
6609,804,32,x
8823,8446,42,u
160,157,5,c
9309,8193,7,i
9506,7838,7,c
5149,3433,39,h
6674,7878,5,e
7252,4541,28,l
1518,53,6,k
3892,5626,4,y
9643,9337,7,m
3149,6366,52,e
1069,420,65,y
2617,7616,42,s
2475,3382,24,h
6135,8346,28,r
4761,9814,2,f
8359,420,43,s
1255,680,46,z
